iteration,total_reward,policy_loss,idm_loss
1 , 10.0 , 0.6931952 , 0.00082117785
2 , 20.0 , 0.69317746 , 0.00050768175
3 , 10.0 , 0.6927683 , 0.0001070203
4 , 10.0 , 0.69318897 , 3.3604527e-05
5 , 9.0 , 0.6930796 , 1.3768576e-05
6 , 9.0 , 0.6931833 , 6.699538e-06
7 , 9.0 , 0.6943809 , 3.0994365e-06
8 , 10.0 , 0.69313663 , 1.7404539e-06
9 , 9.0 , 0.6929479 , 9.775156e-07
10 , 10.0 , 0.6946154 , 5.125998e-07
11 , 10.0 , 0.6947985 , 2.9802317e-07
12 , 10.0 , 0.69418895 , 1.6689299e-07
13 , 11.0 , 0.69097424 , 1.0728835e-07
14 , 11.0 , 0.69753325 , 4.7683713e-08
15 , 9.0 , 0.7021475 , 1.1920928e-08
16 , 8.0 , 0.6953947 , 1.1920928e-08
17 , 8.0 , 0.700968 , 0.0
18 , 10.0 , 0.72883904 , 0.0
19 , 10.0 , 0.76483744 , 0.0
20 , 10.0 , 0.79317445 , 0.0
21 , 9.0 , 0.82495016 , 0.0
22 , 9.0 , 0.9072203 , 0.0
23 , 10.0 , 0.9577667 , 0.0
24 , 10.0 , 1.1401188 , 0.0
25 , 9.0 , 1.2278816 , 0.0
26 , 10.0 , 1.1932154 , 0.0
27 , 9.0 , 1.3204414 , 0.0
28 , 10.0 , 1.4068979 , 0.0
29 , 10.0 , 1.3641597 , 0.0
30 , 9.0 , 1.6001385 , 0.0
31 , 10.0 , 1.4484164 , 0.0
32 , 9.0 , 1.4795074 , 0.0
33 , 10.0 , 1.5437385 , 0.0
34 , 9.0 , 1.7112365 , 0.0
35 , 10.0 , 1.833244 , 0.0
36 , 8.0 , 1.9021158 , 0.0
37 , 10.0 , 1.8268025 , 0.0
38 , 8.0 , 1.895589 , 0.0
