iteration,total_reward,policy_loss,idm_loss
1 , 40.0 , 0.69322217 , 0.0007551165
2 , 56.0 , 0.69326013 , 0.0003518968
3 , 24.0 , 0.69325477 , 9.593435e-05
4 , 80.0 , 0.69324803 , 3.6405632e-05
5 , 34.0 , 0.6932406 , 2.4568575e-05
6 , 28.0 , 0.6932374 , 1.0549955e-05
7 , 26.0 , 0.6932461 , 5.3167164e-06
8 , 42.0 , 0.6932511 , 3.0994354e-06
9 , 23.0 , 0.69324696 , 1.8239003e-06
10 , 23.0 , 0.69323695 , 9.179109e-07
11 , 26.0 , 0.69326085 , 4.7683707e-07
12 , 30.0 , 0.6932436 , 4.0531148e-07
13 , 36.0 , 0.6932654 , 1.6689299e-07
14 , 28.0 , 0.69321644 , 1.19209275e-07
15 , 22.0 , 0.69322973 , 4.7683713e-08
16 , 50.0 , 0.6932293 , 1.1920928e-08
17 , 28.0 , 0.6932507 , 0.0
18 , 20.0 , 0.6932235 , 0.0
19 , 24.0 , 0.6932461 , 0.0
20 , 22.0 , 0.6932466 , 0.0
21 , 30.0 , 0.69326246 , 0.0
22 , 38.0 , 0.6932324 , 0.0
23 , 36.0 , 0.6932381 , 0.0
24 , 42.0 , 0.69323117 , 0.0
25 , 42.0 , 0.6932314 , 0.0
26 , 56.0 , 0.6932406 , 0.0
27 , 32.0 , 0.6932448 , 0.0
28 , 32.0 , 0.6932412 , 0.0
29 , 38.0 , 0.69324636 , 0.0
