iteration,average_reward,feedback_rate
1 , -101.845699 , 0.028513
2 , -138.887665 , 0.026477
3 , -75.940529 , 0.018330
4 , -72.729286 , 0.048880
5 , -34.438835 , 0.026477
6 , -68.108194 , 0.042770
7 , -78.911975 , 0.018330
8 , -36.501451 , 0.040733
9 , -27.941625 , 0.004073
10 , -27.991376 , 0.036660
11 , -28.507856 , 0.008147
12 , -30.384768 , 0.020367
13 , -16.808769 , 0.011547
14 , -18.813526 , 0.000000
15 , -18.929409 , 0.000000
16 , -18.748683 , 0.000000
17 , -18.872796 , 0.000000
18 , -18.875041 , 0.000000
19 , -19.004818 , 0.000000
20 , -18.972730 , 0.000000
21 , -18.885615 , 0.000000
22 , -18.854269 , 0.000000
23 , -18.947318 , 0.000000
24 , -19.003222 , 0.000000
25 , -19.136044 , 0.000000
26 , -18.967267 , 0.000000
27 , -18.633254 , 0.000000
28 , -18.858228 , 0.000000
29 , -18.763264 , 0.000000
30 , -18.793555 , 0.000000
31 , -18.873249 , 0.000000
32 , -18.997856 , 0.000000
33 , -18.894373 , 0.000000
34 , -18.987030 , 0.000000
35 , -18.763677 , 0.000000
36 , -18.742788 , 0.000000
37 , -18.887522 , 0.000000
38 , -18.891119 , 0.000000
39 , -18.758944 , 0.000000
40 , -18.869348 , 0.000000
41 , -18.886774 , 0.000000
42 , -18.872491 , 0.000000
43 , -18.797294 , 0.000000
44 , -18.840755 , 0.000000
45 , -18.802479 , 0.000000
46 , -18.870290 , 0.000000
47 , -18.916325 , 0.000000
48 , -18.828787 , 0.000000
49 , -18.742289 , 0.000000
50 , -19.066771 , 0.000000
