iteration,average_reward,feedback_rate
1 , 14.888889 , 0.653846
2 , 65.444444 , 0.625000
3 , 181.777778 , 0.269939
4 , 197.333333 , 0.014925
5 , 200.000000 , 0.000000
6 , 200.000000 , 0.014925
