iteration,reward,average_reward
1 , -169.0 , -169.0
2 , 199.1 ,  15.0
3 , 248.3 ,  92.8
4 , -347.6 , -17.3
5 , -38.4 , -21.5
6 , -369.3 , -79.5
7 , -150.1 , -89.6
8 , -48.7 , -84.5
9 , 252.2 , -47.1
10 , -515.9 , -93.9
11 , -383.1 , -120.2
12 , -151.0 , -122.8
13 ,   4.7 , -113.0
14 , 262.5 , -86.2
15 , -192.8 , -93.3
16 , -163.8 , -97.7
17 , -259.9 , -107.2
18 , -202.7 , -112.5
19 , -310.3 , -122.9
20 , -18.6 , -117.7
