iteration,total_reward,policy_loss,idm_loss
1 , 54.000000 , 0.960330 , 0.000118
2 , 50.000000 , 0.951316 , 0.000173
3 , 64.000000 , 0.907434 , 0.000075
4 , 178.000000 , 0.876987 , 0.000129
5 , 71.000000 , 0.894094 , 0.000067
6 , 248.000000 , 0.871987 , 0.000086
7 , 164.000000 , 0.881468 , 0.000127
8 , 217.000000 , 0.909550 , 0.000216
9 , 263.000000 , 0.918298 , 0.000116
10 , 287.000000 , 0.932568 , 0.000088
11 , 173.000000 , 0.919735 , 0.000188
12 , 57.000000 , 1.020056 , 0.000078
13 , 142.000000 , 0.959259 , 0.000142
14 , 186.000000 , 0.935080 , 0.000102
15 , 39.000000 , 1.001186 , 0.000289
16 , 80.000000 , 1.009022 , 0.001706
17 , 84.000000 , 0.969502 , 0.000114
18 , 72.000000 , 0.974467 , 0.000051
