iteration,reward,average_reward
1 , 200.0 , 200.0
2 ,  93.0 , 146.5
3 , 160.0 , 151.0
4 , 200.0 , 163.2
5 ,  94.0 , 149.4
6 , 200.0 , 157.8
7 , 200.0 , 163.9
8 ,   1.0 , 143.5
