iteration,average_reward
1 , -630.305973
2 , -231.264603
3 , 122.015055
4 , 226.347912
5 , 175.510909
6 , 222.288711
7 , 247.175904
8 , 172.129191
9 , 260.179276
10 , 221.856749
11 , 271.341240
12 , 271.129419
13 , 268.505777
14 , 272.018226
15 , 242.899876
16 , 222.087076
17 , 255.658958
18 , 260.484400
19 , 224.853183
20 , 270.888992
