iteration,total_reward,policy_loss,idm_loss
1 , 11.000000 , 0.692971 , 0.002760
2 , 10.000000 , 0.696919 , 0.001938
3 , 9.000000 , 0.691986 , 0.001699
4 , 9.000000 , 0.717665 , 0.001876
5 , 10.000000 , 0.718951 , 0.002011
6 , 9.000000 , 0.736761 , 0.001988
7 , 8.000000 , 0.746211 , 0.001812
8 , 9.000000 , 0.753255 , 0.002008
9 , 10.000000 , 0.720835 , 0.002095
10 , 9.000000 , 0.736552 , 0.001826
11 , 10.000000 , 0.752607 , 0.002143
12 , 9.000000 , 0.739949 , 0.002098
13 , 10.000000 , 0.756856 , 0.001884
14 , 9.000000 , 0.764988 , 0.002000
15 , 9.000000 , 0.767484 , 0.001777
16 , 10.000000 , 0.779250 , 0.001655
17 , 9.000000 , 0.772359 , 0.002199
18 , 10.000000 , 0.764820 , 0.002019
19 , 10.000000 , 0.768147 , 0.001895
20 , 10.000000 , 0.769907 , 0.002231
21 , 10.000000 , 0.774753 , 0.001597
22 , 10.000000 , 0.761416 , 0.001939
23 , 10.000000 , 0.767974 , 0.001866
24 , 9.000000 , 0.761508 , 0.002269
25 , 10.000000 , 0.757735 , 0.002033
26 , 11.000000 , 0.765879 , 0.001999
27 , 9.000000 , 0.759582 , 0.002135
28 , 9.000000 , 0.762524 , 0.001574
29 , 10.000000 , 0.763827 , 0.001726
30 , 9.000000 , 0.761557 , 0.002157
31 , 8.000000 , 0.755743 , 0.002029
32 , 10.000000 , 0.753279 , 0.001803
33 , 10.000000 , 0.740728 , 0.002229
34 , 10.000000 , 0.750464 , 0.001881
35 , 10.000000 , 0.769907 , 0.002218
36 , 10.000000 , 0.769505 , 0.002097
37 , 9.000000 , 0.785109 , 0.002008
38 , 10.000000 , 0.777467 , 0.001680
