iteration,total_reward,policy_loss,idm_loss
1 , 9.000000 , 0.696644 , 0.003549
2 , 10.000000 , 0.691281 , 0.004244
3 , 10.000000 , 0.697765 , 0.004272
4 , 9.000000 , 0.703897 , 0.003427
5 , 9.000000 , 0.702231 , 0.003830
6 , 8.000000 , 0.704069 , 0.004139
7 , 9.000000 , 0.701730 , 0.003943
8 , 10.000000 , 0.716954 , 0.004010
9 , 10.000000 , 0.716295 , 0.004041
10 , 10.000000 , 0.707090 , 0.003640
11 , 9.000000 , 0.710818 , 0.003939
12 , 9.000000 , 0.717062 , 0.004363
13 , 10.000000 , 0.716163 , 0.003279
14 , 8.000000 , 0.707857 , 0.003554
15 , 10.000000 , 0.709275 , 0.002264
16 , 10.000000 , 0.709853 , 0.002583
17 , 10.000000 , 0.709035 , 0.002025
18 , 8.000000 , 0.716255 , 0.002285
19 , 10.000000 , 0.712112 , 0.002142
20 , 9.000000 , 0.713251 , 0.002287
21 , 10.000000 , 0.708536 , 0.002166
22 , 10.000000 , 0.710745 , 0.002155
23 , 8.000000 , 0.711298 , 0.004120
24 , 10.000000 , 0.710370 , 0.003882
25 , 10.000000 , 0.711935 , 0.001854
26 , 10.000000 , 0.709665 , 0.001948
27 , 9.000000 , 0.711891 , 0.003370
28 , 9.000000 , 0.709941 , 0.003295
29 , 9.000000 , 0.707943 , 0.003310
30 , 10.000000 , 0.707825 , 0.001966
31 , 10.000000 , 0.708897 , 0.002027
32 , 9.000000 , 0.706969 , 0.002131
33 , 10.000000 , 0.706991 , 0.001831
34 , 10.000000 , 0.709239 , 0.002085
