iteration,reward,average_reward
1 , 266.0 , 266.0
2 , 284.8 , 275.4
3 , 245.7 , 265.5
4 , 296.1 , 273.1
5 , 283.9 , 275.3
6 , 247.0 , 270.6
7 , 277.9 , 271.6
