iteration,average_reward,feedback_rate
1 , -158.278413 , 0.181263
2 , -90.463784 , 0.077393
3 , -85.006668 , 0.132383
4 , -39.792843 , 0.156823
5 , -22.545143 , 0.050916
6 , -24.755824 , 0.103870
7 , -28.091066 , 0.067210
8 , -28.867039 , 0.038697
9 , -29.023014 , 0.046843
10 , -20.765622 , 0.054990
11 , -95.356310 , 0.063136
12 , -21.451093 , 0.030550
