iteration,average_reward,feedback_rate
1 , 14.555556 , 0.333333
2 , 14.888889 , 0.636364
3 , 127.555556 , 0.361111
4 , 182.222222 , 0.134328
5 , 200.000000 , 0.059701
6 , 200.000000 , 0.044776
7 , 200.000000 , 0.000000
