iteration,average_reward,policy_loss,fdm_loss
1 , 79.222222 , 0.000000 , 0.000000
2 , 123.666667 , 0.000000 , 0.000000
3 , 148.555556 , 0.000000 , 0.000000
4 , 200.000000 , 0.000000 , 0.000000
5 , 200.000000 , 0.000000 , 0.000000
6 , 200.000000 , 0.000000 , 0.000000
7 , 200.000000 , 0.000000 , 0.000000
8 , 200.000000 , 0.000000 , 0.000000
9 , 200.000000 , 0.000000 , 0.000000
