iteration,average_reward
1 , 14.666667
2 , 15.000000
3 , 14.777778
4 , 42.111111
5 , 105.444444
6 , 174.777778
7 , 123.111111
8 , 143.222222
9 , 156.111111
10 , 122.111111
11 , 200.000000
12 , 106.888889
13 , 107.222222
14 , 72.444444
15 , 142.555556
16 , 131.555556
17 , 165.555556
18 , 196.444444
19 , 200.000000
20 , 200.000000
21 , 200.000000
