iteration,average_reward,policy_loss,fdm_loss
1 , 16.000000 , 0.696601 , 1.133800
2 , 56.300000 , 0.683593 , 0.100001
3 , 63.800000 , 0.692142 , 0.239626
4 , 84.900000 , 0.707699 , 0.666790
5 , 117.200000 , 0.751551 , 0.753802
6 , 200.000000 , 0.680389 , 0.024391
7 , 200.000000 , 0.651928 , 0.020231
8 , 200.000000 , 0.691088 , 0.018148
9 , 200.000000 , 0.722394 , 0.153953
10 , 200.000000 , 0.666672 , 0.054109
