iteration,reward,average_reward
1 ,  69.0 ,  69.0
2 ,  58.0 ,  63.5
3 ,  27.0 ,  51.3
4 ,  26.0 ,  45.0
5 , 181.0 ,  72.2
6 ,  42.0 ,  67.2
7 ,  84.0 ,  69.6
8 , 167.0 ,  81.8
9 , 164.0 ,  90.9
10 ,  67.0 ,  88.5
11 , 200.0 ,  98.6
12 ,  69.0 ,  96.2
13 , 162.0 , 101.2
14 , 200.0 , 108.3
15 , 159.0 , 111.7
16 , 167.0 , 115.1
