iteration,reward,average_reward
1 ,  28.0 ,  28.0
2 , 200.0 , 114.0
3 ,  19.0 , 114.0
4 ,  27.0 ,  85.0
5 ,  22.0 ,  69.2
6 , 127.0 ,  80.8
7 ,  66.0 ,  78.3
8 ,  35.0 ,  72.1
9 ,  64.0 ,  71.1
10 , 133.0 ,  78.0
11 ,  50.0 ,  75.2
12 ,  82.0 ,  75.8
13 , 132.0 ,  80.5
14 , 134.0 ,  84.6
15 ,  83.0 ,  84.5
16 , 200.0 ,  92.2
17 ,  64.0 ,  90.4
18 ,  53.0 ,  88.2
19 ,  29.0 ,  84.9
20 ,  72.0 ,  84.3
21 , 127.0 ,  86.4
22 , 140.0 ,  89.0
23 , 120.0 ,  90.4
