iteration,reward,average_reward
1 , -49.8 , -49.8
2 , -68.7 , -59.2
3 , -51.8 , -56.7
4 , -101.3 , -67.9
5 , -98.0 , -73.9
6 , -83.7 , -75.5
7 , -58.2 , -73.0
8 , -68.5 , -72.5
9 , -93.3 , -74.8
10 , -111.3 , -78.4
11 , -61.4 , -76.9
12 , -72.1 , -76.5
