iteration,average_reward,feedback_rate
1 , -118.226771 , 0.046843
2 , -59.290250 , 0.052953
3 , -50.253877 , 0.028513
4 , -16.163651 , 0.020367
5 , -14.203643 , 0.000000
6 , -14.699120 , 0.000000
7 , -14.685048 , 0.000000
