iteration,average_reward,feedback_rate
1 , 14.888889 , 0.421053
2 , 25.222222 , 0.777778
3 , 139.444444 , 0.673684
4 , 158.222222 , 0.293532
5 , 200.000000 , 0.034826
6 , 199.777778 , 0.000000
