iteration,reward,average_reward
1 ,  32.0 ,  32.0
2 , 104.0 ,  68.0
3 ,  68.0 ,  68.0
4 ,  71.0 ,  68.8
5 ,  23.0 ,  59.6
6 ,  32.0 ,  55.0
7 ,  33.0 ,  51.9
8 , 103.0 ,  58.2
9 ,  68.0 ,  59.3
10 , 115.0 ,  64.9
11 ,  71.0 ,  65.5
12 ,  90.0 ,  67.5
13 ,  45.0 ,  65.8
14 ,  36.0 ,  63.6
15 ,  37.0 ,  61.9
16 ,  33.0 ,  60.1
17 ,  21.0 ,  57.8
18 ,  87.0 ,  59.4
19 , 144.0 ,  63.8
20 ,  31.0 ,  62.2
21 ,  29.0 ,  60.6
