iteration,reward,average_reward
1 ,  67.0 ,  67.0
2 , 137.0 , 102.0
3 , 131.0 , 111.7
4 ,  21.0 ,  89.0
5 , 200.0 , 111.2
6 ,  32.0 ,  98.0
7 , 177.0 , 109.3
8 ,  98.0 , 107.9
9 ,  28.0 ,  99.0
10 ,  84.0 ,  97.5
11 ,  44.0 ,  92.6
12 , 200.0 , 101.6
13 , 149.0 , 105.2
14 , 149.0 , 108.4
